value,real
"tf.Tensor([47.769787], shape=(1,), dtype=float32)",48
"tf.Tensor([40.450886], shape=(1,), dtype=float32)",39
"tf.Tensor([54.498447], shape=(1,), dtype=float32)",46
"tf.Tensor([41.704823], shape=(1,), dtype=float32)",37
"tf.Tensor([51.00172], shape=(1,), dtype=float32)",45
"tf.Tensor([42.62508], shape=(1,), dtype=float32)",43
"tf.Tensor([42.247], shape=(1,), dtype=float32)",38
"tf.Tensor([53.66857], shape=(1,), dtype=float32)",45
"tf.Tensor([38.096676], shape=(1,), dtype=float32)",38
"tf.Tensor([46.703144], shape=(1,), dtype=float32)",39
"tf.Tensor([57.89083], shape=(1,), dtype=float32)",44
"tf.Tensor([40.55141], shape=(1,), dtype=float32)",37
"tf.Tensor([51.415714], shape=(1,), dtype=float32)",44
"tf.Tensor([39.063793], shape=(1,), dtype=float32)",40
"tf.Tensor([33.298206], shape=(1,), dtype=float32)",34
"tf.Tensor([43.312412], shape=(1,), dtype=float32)",40
"tf.Tensor([34.373203], shape=(1,), dtype=float32)",34
"tf.Tensor([37.910435], shape=(1,), dtype=float32)",33
"tf.Tensor([39.773983], shape=(1,), dtype=float32)",38
"tf.Tensor([34.98054], shape=(1,), dtype=float32)",34
"tf.Tensor([39.97806], shape=(1,), dtype=float32)",39
"tf.Tensor([33.3755], shape=(1,), dtype=float32)",40
"tf.Tensor([33.67789], shape=(1,), dtype=float32)",34
"tf.Tensor([40.267952], shape=(1,), dtype=float32)",37
"tf.Tensor([33.965984], shape=(1,), dtype=float32)",33
"tf.Tensor([36.02181], shape=(1,), dtype=float32)",31
"tf.Tensor([39.672253], shape=(1,), dtype=float32)",35
"tf.Tensor([32.614635], shape=(1,), dtype=float32)",30
"tf.Tensor([38.993008], shape=(1,), dtype=float32)",33
"tf.Tensor([32.329586], shape=(1,), dtype=float32)",29
"tf.Tensor([41.66527], shape=(1,), dtype=float32)",29
"tf.Tensor([31.883198], shape=(1,), dtype=float32)",33
"tf.Tensor([31.92964], shape=(1,), dtype=float32)",31
"tf.Tensor([34.157017], shape=(1,), dtype=float32)",34
"tf.Tensor([30.486515], shape=(1,), dtype=float32)",31
"tf.Tensor([29.421705], shape=(1,), dtype=float32)",30
"tf.Tensor([31.996357], shape=(1,), dtype=float32)",32
"tf.Tensor([28.922913], shape=(1,), dtype=float32)",29
"tf.Tensor([28.695127], shape=(1,), dtype=float32)",28
"tf.Tensor([32.16271], shape=(1,), dtype=float32)",27
"tf.Tensor([27.746586], shape=(1,), dtype=float32)",28
"tf.Tensor([27.676758], shape=(1,), dtype=float32)",26
"tf.Tensor([29.614119], shape=(1,), dtype=float32)",22
"tf.Tensor([26.001623], shape=(1,), dtype=float32)",20
"tf.Tensor([21.752338], shape=(1,), dtype=float32)",22
"tf.Tensor([27.11895], shape=(1,), dtype=float32)",23
"tf.Tensor([23.896912], shape=(1,), dtype=float32)",20
"tf.Tensor([25.388954], shape=(1,), dtype=float32)",22
"tf.Tensor([23.787907], shape=(1,), dtype=float32)",22
"tf.Tensor([23.727224], shape=(1,), dtype=float32)",22
"tf.Tensor([22.099272], shape=(1,), dtype=float32)",20
"tf.Tensor([18.269978], shape=(1,), dtype=float32)",18
"tf.Tensor([17.868649], shape=(1,), dtype=float32)",21
"tf.Tensor([21.069267], shape=(1,), dtype=float32)",20
"tf.Tensor([15.754991], shape=(1,), dtype=float32)",16
"tf.Tensor([13.392913], shape=(1,), dtype=float32)",18
"tf.Tensor([19.38968], shape=(1,), dtype=float32)",22
"tf.Tensor([18.744822], shape=(1,), dtype=float32)",17
"tf.Tensor([15.854892], shape=(1,), dtype=float32)",20
"tf.Tensor([19.823463], shape=(1,), dtype=float32)",16
"tf.Tensor([18.175943], shape=(1,), dtype=float32)",19
"tf.Tensor([18.967842], shape=(1,), dtype=float32)",14
"tf.Tensor([17.531158], shape=(1,), dtype=float32)",18
"tf.Tensor([17.72953], shape=(1,), dtype=float32)",19
"tf.Tensor([19.923897], shape=(1,), dtype=float32)",14
"tf.Tensor([17.356215], shape=(1,), dtype=float32)",17
"tf.Tensor([15.155797], shape=(1,), dtype=float32)",13
"tf.Tensor([14.3873625], shape=(1,), dtype=float32)",19
"tf.Tensor([14.660769], shape=(1,), dtype=float32)",15
"tf.Tensor([16.032526], shape=(1,), dtype=float32)",17
"tf.Tensor([20.478184], shape=(1,), dtype=float32)",13
"tf.Tensor([15.384948], shape=(1,), dtype=float32)",15
"tf.Tensor([14.674589], shape=(1,), dtype=float32)",13
"tf.Tensor([12.106395], shape=(1,), dtype=float32)",14
"tf.Tensor([10.147831], shape=(1,), dtype=float32)",11
"tf.Tensor([12.952888], shape=(1,), dtype=float32)",15
"tf.Tensor([8.228894], shape=(1,), dtype=float32)",10
"tf.Tensor([8.515908], shape=(1,), dtype=float32)",10
"tf.Tensor([9.338871], shape=(1,), dtype=float32)",15
"tf.Tensor([8.933995], shape=(1,), dtype=float32)",13
"tf.Tensor([8.787969], shape=(1,), dtype=float32)",9
"tf.Tensor([11.996519], shape=(1,), dtype=float32)",8
"tf.Tensor([7.7395706], shape=(1,), dtype=float32)",13
"tf.Tensor([7.785825], shape=(1,), dtype=float32)",9
"tf.Tensor([8.407754], shape=(1,), dtype=float32)",13
"tf.Tensor([7.7856197], shape=(1,), dtype=float32)",8
"tf.Tensor([8.154092], shape=(1,), dtype=float32)",11
"tf.Tensor([7.1012144], shape=(1,), dtype=float32)",10
"tf.Tensor([7.5480714], shape=(1,), dtype=float32)",7
"tf.Tensor([7.2539124], shape=(1,), dtype=float32)",7
"tf.Tensor([7.4405007], shape=(1,), dtype=float32)",9
"tf.Tensor([7.4356737], shape=(1,), dtype=float32)",6
"tf.Tensor([7.607953], shape=(1,), dtype=float32)",10
"tf.Tensor([7.2038283], shape=(1,), dtype=float32)",7
"tf.Tensor([7.396453], shape=(1,), dtype=float32)",10
"tf.Tensor([7.4023647], shape=(1,), dtype=float32)",9
"tf.Tensor([7.3730574], shape=(1,), dtype=float32)",5
"tf.Tensor([7.932457], shape=(1,), dtype=float32)",6
